---- Session started: Fri Feb 18 2022 17:08:32 GMT+0100 (Central European Standard Time) ----

id x y width height top right bottom left
I2Q1_T0 605.9375 573.078125 60.625 29 573.078125 666.5625 602.078125 605.9375
I2Q1_T1 666.5625 573.078125 21.625 29 573.078125 688.1875 602.078125 666.5625
I2Q1_T2 688.1875 573.078125 40.40625 29 573.078125 728.59375 602.078125 688.1875
I2Q1_T3 728.59375 573.078125 49.046875 29 573.078125 777.640625 602.078125 728.59375
I2Q1_T4 777.640625 573.078125 26.703125 29 573.078125 804.34375 602.078125 777.640625
I2Q1_T5 804.34375 573.078125 40.40625 29 573.078125 844.75 602.078125 804.34375
I2Q1_T6 844.75 573.078125 150.65625 29 573.078125 995.40625 602.078125 844.75
I2Q1A_T0 662.609375 614.921875 52.171875 25 614.921875 714.78125 639.921875 662.609375
I2Q1A_T1 714.78125 614.921875 86.109375 25 614.921875 800.890625 639.921875 714.78125
I2Q1A_T2 800.890625 614.921875 22.8125 25 614.921875 823.703125 639.921875 800.890625
I2Q1A_T3 823.703125 614.921875 119.015625 25 614.921875 942.71875 639.921875 823.703125
I2Q1A_T4 942.71875 614.921875 45.03125 25 614.921875 987.75 639.921875 942.71875
I2Q1A_T5 987.75 614.921875 104.4375 25 614.921875 1092.1875 639.921875 987.75
I2Q1A_T6 1092.1875 614.921875 101.4375 25 614.921875 1193.625 639.921875 1092.1875
I2Q1A_T7 1193.625 614.921875 21.109375 25 614.921875 1214.734375 639.921875 1193.625
I2Q1A_T8 1214.734375 614.921875 59.703125 25 614.921875 1274.4375 639.921875 1214.734375
I2Q1B_T0 623 644.90625 52.171875 25 644.90625 675.171875 669.90625 623
I2Q1B_T1 675.171875 644.90625 86.109375 25 644.90625 761.28125 669.90625 675.171875
I2Q1B_T2 761.28125 644.90625 22.8125 25 644.90625 784.09375 669.90625 761.28125
I2Q1B_T3 784.09375 644.90625 119.015625 25 644.90625 903.109375 669.90625 784.09375
I2Q1B_T4 903.109375 644.90625 45.03125 25 644.90625 948.140625 669.90625 903.109375
I2Q1B_T5 948.140625 644.90625 104.4375 25 644.90625 1052.578125 669.90625 948.140625
I2Q1B_T6 1052.578125 644.90625 101.4375 25 644.90625 1154.015625 669.90625 1052.578125
I2Q1B_T7 1154.015625 644.90625 21.109375 25 644.90625 1175.125 669.90625 1154.015625
I2Q1B_T8 1175.125 644.90625 58.046875 25 644.90625 1233.171875 669.90625 1175.125
I2Q1B_T9 1233.171875 644.90625 80.875 25 644.90625 1314.046875 669.90625 1233.171875
I2Q1C_T0 641.6875 674.890625 52.171875 25 674.890625 693.859375 699.890625 641.6875
I2Q1C_T1 693.859375 674.890625 86.109375 25 674.890625 779.96875 699.890625 693.859375
I2Q1C_T2 779.96875 674.890625 22.8125 25 674.890625 802.78125 699.890625 779.96875
I2Q1C_T3 802.78125 674.890625 119.015625 25 674.890625 921.796875 699.890625 802.78125
I2Q1C_T4 921.796875 674.890625 45.03125 25 674.890625 966.828125 699.890625 921.796875
I2Q1C_T5 966.828125 674.890625 104.4375 25 674.890625 1071.265625 699.890625 966.828125
I2Q1C_T6 1071.265625 674.890625 101.4375 25 674.890625 1172.703125 699.890625 1071.265625
I2Q1C_T7 1172.703125 674.890625 21.109375 25 674.890625 1193.8125 699.890625 1172.703125
I2Q1C_T8 1193.8125 674.890625 58.046875 25 674.890625 1251.859375 699.890625 1193.8125
I2Q1C_T9 1251.859375 674.890625 43.484375 25 674.890625 1295.34375 699.890625 1251.859375
